filename_base,task_id,source,misjudgement,answer,llm_answer,evaluated,data_id,difficulty,problem_text_length,solution_text_length,prompt_perplexity,statement_gunning_fog_index,statement_flesch_kincaid_grade,api_calls,actual_verdict,File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time,module,pylint_total_issues,pylint_convention,pylint_error,pylint_refactor,pylint_warning,File,complexity_sum,bandit_total_issues,bandit_unique_severities,bandit_unique_confidences
code_task_3829_data_qwen,3829,qwen,False,C,C,C,1407,2,1620,821,1.000035478526093,7.749333333333334,5.688788405797101,11,WA,code_task_3829_data_qwen.py,21,13,13,3,6,82.37050235720324,6,26,32,19,38,57,32,285.0,4.384615384615385,1249.6153846153848,0.095,69.42307692307693,code_task_3829_data_qwen,12.0,8.0,0.0,1.0,3.0,code_task_3829_data_qwen.py,1,0.0,0.0,0.0
code_task_3829_data_starcoder,3829,starcoder,False,C,C,C,1408,2,1620,182,1.000000908835049,7.749333333333334,5.688788405797101,7,WA,code_task_3829_data_starcoder.py,8,5,5,0,1,71.76322352505298,4,10,14,6,12,18,14,68.53238859703687,2.4,164.4777326328885,0.0228441295323456,9.13765181293825,code_task_3829_data_starcoder,4.0,2.0,0.0,0.0,2.0,code_task_3829_data_starcoder.py,0,0.0,0.0,0.0
code_task_3829_data_gpt4,3829,gpt4,True,A,A,C,1409,2,1620,226,1.0000922230933067,7.749333333333334,5.688788405797101,6,WA,code_task_3829_data_gpt4.py,10,7,7,0,0,67.12961780801726,4,11,15,9,18,27,15,105.48604608143,3.272727272727273,345.22705990286187,0.0351620153604766,19.179281105714548,code_task_3829_data_gpt4,2.0,2.0,0.0,0.0,0.0,code_task_3829_data_gpt4.py,1,0.0,0.0,0.0
code_task_3829_data_wenxin,3829,wenxin,False,C,C,C,1410,2,1620,755,1.000008299496465,7.749333333333334,5.688788405797101,10,WA,code_task_3829_data_wenxin.py,29,14,13,8,6,87.67929920227134,4,14,18,14,28,42,18,175.1368500605771,4.0,700.5474002423084,0.0583789500201923,38.91930001346158,code_task_3829_data_wenxin,4.0,2.0,0.0,0.0,2.0,code_task_3829_data_wenxin.py,7,0.0,0.0,0.0
code_task_3829_data_Mixtral,3829,Mixtral,False,C,C,C,1412,2,1620,572,1.0000276108358805,7.749333333333334,5.688788405797101,6,WA,code_task_3829_data_Mixtral.py,16,6,6,5,2,97.1812717571073,5,9,14,7,14,21,14,79.95445336320968,3.888888888888889,310.93398530137097,0.0266514844544032,17.27411029452061,code_task_3829_data_Mixtral,9.0,6.0,0.0,0.0,3.0,code_task_3829_data_Mixtral.py,0,0.0,0.0,0.0
code_task_3829_data_deepseekcoder,3829,deepseekcoder,False,C,C,C,1413,2,1620,208,1.0000454920388613,7.749333333333334,5.688788405797101,5,WA,code_task_3829_data_deepseekcoder.py,9,7,7,0,2,66.99222033112743,5,12,17,9,18,27,17,110.36149671375918,3.75,413.85561267659693,0.036787165571253,22.99197848203316,code_task_3829_data_deepseekcoder,5.0,3.0,0.0,0.0,2.0,code_task_3829_data_deepseekcoder.py,1,0.0,0.0,0.0
code_task_3830_data_wenxin,3830,wenxin,False,C,C,C,1414,2,2131,885,1.0000015048541353,9.510433604336043,6.107605013550138,9,WA,code_task_3830_data_wenxin.py,25,13,13,8,8,86.89256080292515,8,22,30,17,34,51,30,250.25142037603445,6.181818181818182,1547.0087805063947,0.0834171401253448,85.94493225035527,code_task_3830_data_wenxin,5.0,3.0,0.0,0.0,2.0,code_task_3830_data_wenxin.py,8,0.0,0.0,0.0
code_task_3830_data_llama,3830,llama,False,C,C,C,1415,2,2131,1485,1.0000962764019639,9.510433604336043,6.107605013550138,11,WA,code_task_3830_data_llama.py,39,20,20,15,7,87.18009430483467,2,9,11,5,10,15,11,51.89147427955947,1.1111111111111112,57.65719364395497,0.0172971580931864,3.203177424664165,code_task_3830_data_llama,11.0,5.0,2.0,0.0,4.0,code_task_3830_data_llama.py,7,0.0,0.0,0.0
code_task_3831_data_qwen,3831,qwen,False,C,C,C,1416,2,2118,771,1.0005533049586062,9.91904761904762,6.706571428571429,15,WA,code_task_3831_data_qwen.py,31,23,23,2,5,71.8159383881208,5,13,18,10,19,29,18,120.92782504182703,3.6538461538461537,441.8516684220603,0.0403092750139423,24.547314912336688,code_task_3831_data_qwen,4.0,2.0,0.0,1.0,1.0,code_task_3831_data_qwen.py,5,0.0,0.0,0.0
code_task_3831_data_deepseekcoder,3831,deepseekcoder,False,C,C,C,1417,2,2118,371,1.0000457304574004,9.91904761904762,6.706571428571429,14,WA,code_task_3831_data_deepseekcoder.py,18,14,14,0,0,58.67869871387908,6,14,20,13,25,38,20,164.2332676057198,5.357142857142857,879.8210764592131,0.0547444225352399,48.87894869217851,code_task_3831_data_deepseekcoder,2.0,1.0,0.0,1.0,0.0,code_task_3831_data_deepseekcoder.py,4,0.0,0.0,0.0
code_task_3831_data_codellama,3831,codellama,False,C,C,C,1418,2,2118,432,1.0004307619793873,9.91904761904762,6.706571428571429,20,WA,code_task_3831_data_codellama.py,28,22,22,0,0,57.228270419202346,4,10,14,6,11,17,14,64.72503367497926,2.2,142.3950740849544,0.021575011224993,7.9108374491641325,code_task_3831_data_codellama,1.0,1.0,0.0,0.0,0.0,code_task_3831_data_codellama.py,7,0.0,0.0,0.0
code_task_3831_data_wizardcoder,3831,wizardcoder,False,B,B,B,1419,2,2118,538,1.0007101806893601,9.91904761904762,6.706571428571429,0,CE,code_task_3831_data_wizardcoder.py,25,22,22,0,0,54.70283229034925,5,14,19,11,21,32,19,135.93368043019473,3.75,509.7513016132302,0.0453112268100649,28.319516756290568,code_task_3831_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_3831_data_wizardcoder.py,8,0.0,0.0,0.0
code_task_3832_data_gpt4,3832,gpt4,False,C,C,C,1421,2,2341,566,1.030323813186403,12.379138755980861,9.583488038277512,20,WA,code_task_3832_data_gpt4.py,19,15,15,0,0,54.69884567887093,5,28,33,31,62,93,33,469.1286531003362,5.535714285714286,2596.9621868054323,0.156376217700112,144.27567704474623,code_task_3832_data_gpt4,2.0,1.0,0.0,0.0,1.0,code_task_3832_data_gpt4.py,7,0.0,0.0,0.0
code_task_3832_data_chatglm,3832,chatglm,False,C,C,C,1422,2,2341,115,1.0000215313001366,12.379138755980861,9.583488038277512,8,WA,code_task_3832_data_chatglm.py,5,4,4,0,0,74.61466703602454,4,8,12,5,10,15,12,53.77443751081735,2.5,134.43609377704337,0.0179248125036057,7.468671876502409,code_task_3832_data_chatglm,1.0,1.0,0.0,0.0,0.0,code_task_3832_data_chatglm.py,0,0.0,0.0,0.0
code_task_3833_data_claude3,3833,claude3,False,C,C,C,1425,2,2275,793,1.000000908835049,12.127376861397481,9.634707903780072,12,WA,code_task_3833_data_claude3.py,36,23,23,4,8,76.27785923259344,5,17,22,11,22,33,22,147.1612434150308,3.235294117647059,476.1099051662762,0.0490537478050102,26.450550287015343,code_task_3833_data_claude3,11.0,8.0,0.0,0.0,3.0,code_task_3833_data_claude3.py,12,0.0,0.0,0.0
code_task_3845_data_wizardcoder,3845,wizardcoder,False,C,C,C,1428,2,1996,541,1.0011709104224158,13.27306854365678,9.237851516675047,6,WA,code_task_3845_data_wizardcoder.py,25,15,15,5,0,90.54282871118755,1,3,4,5,10,15,4,30.0,1.6666666666666667,50.0,0.01,2.7777777777777777,code_task_3845_data_wizardcoder,2.0,2.0,0.0,0.0,0.0,code_task_3845_data_wizardcoder.py,2,0.0,0.0,0.0
code_task_3845_data_llama,3845,llama,False,C,C,C,1429,2,1996,1636,1.0011709104224158,13.27306854365678,9.237851516675047,22,WA,code_task_3845_data_llama.py,57,45,45,6,21,64.65108176496186,6,23,29,18,36,54,29,262.33097373688895,4.695652173913044,1231.8150071123482,0.0874436579122963,68.43416706179713,code_task_3845_data_llama,18.0,7.0,3.0,0.0,8.0,code_task_3845_data_llama.py,28,1.0,1.0,1.0
code_task_3845_data_qwen,3845,qwen,False,C,C,C,1430,2,1996,1269,1.0000277300430114,13.27306854365678,9.237851516675047,18,WA,code_task_3845_data_qwen.py,44,37,37,0,8,47.9962763011847,7,27,34,17,31,48,34,244.19821638001633,4.018518518518518,981.3150547122876,0.0813994054600054,54.517503039571544,code_task_3845_data_qwen,8.0,5.0,0.0,0.0,3.0,code_task_3845_data_qwen.py,25,0.0,0.0,0.0
code_task_3852_data_starcoder,3852,starcoder,False,C,C,C,1431,2,1292,397,1.000035478526093,10.775757575757575,7.776363636363634,12,WA,code_task_3852_data_starcoder.py,19,14,14,2,0,77.78676561696533,8,13,21,20,39,59,21,259.14672794394687,12.0,3109.7607353273625,0.0863822426479822,172.7644852959646,code_task_3852_data_starcoder,1.0,1.0,0.0,0.0,0.0,code_task_3852_data_starcoder.py,8,0.0,0.0,0.0
code_task_3852_data_gemma,3852,gemma,False,C,C,C,1432,2,1292,131,1.0000754139677617,10.775757575757575,7.776363636363634,11,WA,code_task_3852_data_gemma.py,6,6,6,0,0,72.06100574127262,2,5,7,4,8,12,7,33.68825906469125,1.6,53.901214503506,0.0112294196882304,2.9945119168614447,code_task_3852_data_gemma,2.0,2.0,0.0,0.0,0.0,code_task_3852_data_gemma.py,1,0.0,0.0,0.0
code_task_3852_data_chatglm,3852,chatglm,False,C,C,C,1433,2,1292,196,1.0001584976282452,10.775757575757575,7.776363636363634,10,WA,code_task_3852_data_chatglm.py,11,10,10,0,0,68.07839560482668,1,5,6,3,6,9,6,23.264662506490403,0.6,13.95879750389424,0.0077548875021634,0.7754887502163467,code_task_3852_data_chatglm,1.0,1.0,0.0,0.0,0.0,code_task_3852_data_chatglm.py,4,0.0,0.0,0.0
code_task_3852_data_magiccoder,3852,magiccoder,False,C,C,C,1434,2,1292,373,1.0000037697296307,10.775757575757575,7.776363636363634,14,WA,code_task_3852_data_magiccoder.py,25,20,20,0,0,55.16949224780088,4,12,16,14,27,41,16,164.0,4.5,738.0,0.0546666666666666,41.0,code_task_3852_data_magiccoder,3.0,2.0,0.0,0.0,1.0,code_task_3852_data_magiccoder.py,8,0.0,0.0,0.0
code_task_3852_data_wenxin,3852,wenxin,False,C,C,C,1435,2,1292,358,1.0007102999250679,10.775757575757575,7.776363636363634,8,WA,code_task_3852_data_wenxin.py,23,14,14,2,3,81.78608063444439,3,8,11,8,16,24,11,83.02635884729514,3.0,249.07907654188543,0.0276754529490983,13.837726474549193,code_task_3852_data_wenxin,6.0,4.0,0.0,0.0,2.0,code_task_3852_data_wenxin.py,4,0.0,0.0,0.0
code_task_4000_data_gemma,4000,gemma,False,C,C,C,1437,0,1695,727,1.000007941882063,11.147619047619049,8.625357142857144,16,WA,code_task_4000_data_gemma.py,29,29,29,0,5,49.80397531599131,6,22,28,16,32,48,28,230.75303625876495,4.363636363636363,1006.9223400382472,0.0769176787529216,55.94013000212484,code_task_4000_data_gemma,9.0,3.0,1.0,1.0,4.0,code_task_4000_data_gemma.py,5,0.0,0.0,0.0
code_task_4001_data_claude3,4001,claude3,False,C,C,C,1439,0,1483,638,1.0000276108358805,13.142857142857146,8.73,10,WA,code_task_4001_data_claude3.py,26,14,14,5,0,90.52293160477755,2,6,8,5,10,15,8,45.0,1.6666666666666667,75.0,0.015,4.166666666666667,code_task_4001_data_claude3,1.0,1.0,0.0,0.0,0.0,code_task_4001_data_claude3.py,1,0.0,0.0,0.0
code_task_4001_data_llama,4001,llama,False,C,C,C,1440,0,1483,66,1.2865486507445711,13.142857142857146,8.73,1,WA,code_task_4001_data_llama.py,3,1,1,1,0,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,code_task_4001_data_llama,2.0,1.0,1.0,0.0,0.0,code_task_4001_data_llama.py,0,0.0,0.0,0.0
code_task_4001_data_qwen,4001,qwen,False,C,C,C,1441,0,1483,761,1.000035478526093,13.142857142857146,8.73,13,WA,code_task_4001_data_qwen.py,32,28,27,0,10,51.048634937961985,8,21,29,14,28,42,29,204.0352017953581,5.333333333333333,1088.1877429085762,0.068011733931786,60.45487460603201,code_task_4001_data_qwen,7.0,3.0,0.0,1.0,3.0,code_task_4001_data_qwen.py,13,0.0,0.0,0.0
code_task_4001_data_magiccoder,4001,magiccoder,False,C,C,C,1442,0,1483,521,1.0000048425671522,13.142857142857146,8.73,9,WA,code_task_4001_data_magiccoder.py,21,20,20,0,5,55.83398129276616,4,12,16,12,24,36,16,144.0,4.0,576.0,0.048,32.0,code_task_4001_data_magiccoder,7.0,3.0,0.0,0.0,4.0,code_task_4001_data_magiccoder.py,12,0.0,0.0,0.0
code_task_4001_data_starcoder,4001,starcoder,False,C,C,C,1443,0,1483,833,1.0000062730192742,13.142857142857146,8.73,7,WA,code_task_4001_data_starcoder.py,28,16,16,7,0,87.58049994535178,3,10,13,9,18,27,13,99.91187238980947,2.7,269.76205545248564,0.0333039574632698,14.986780858471423,code_task_4001_data_starcoder,3.0,2.0,0.0,1.0,0.0,code_task_4001_data_starcoder.py,6,0.0,0.0,0.0
code_task_4002_data_starcoder,4002,starcoder,False,C,C,C,1444,0,1284,738,1.000000432020081,13.76981132075472,9.661981132075471,17,WA,code_task_4002_data_starcoder.py,24,12,12,6,0,88.73041836307932,5,14,19,13,25,38,19,161.42124551085624,4.464285714285714,720.6305603163225,0.053807081836952,40.03503112868459,code_task_4002_data_starcoder,2.0,2.0,0.0,0.0,0.0,code_task_4002_data_starcoder.py,5,0.0,0.0,0.0
code_task_4002_data_wenxin,4002,wenxin,False,C,C,C,1445,0,1284,802,1.0000749371165865,13.76981132075472,9.661981132075471,14,WA,code_task_4002_data_wenxin.py,27,18,18,4,7,83.47206525496745,5,9,14,5,10,15,14,57.110323830864054,2.7777777777777777,158.6397884190668,0.019036774610288,8.813321578837044,code_task_4002_data_wenxin,12.0,4.0,1.0,0.0,7.0,code_task_4002_data_wenxin.py,12,0.0,0.0,0.0
code_task_4002_data_Mixtral,4002,Mixtral,False,C,C,C,1447,0,1284,529,1.000000908835049,13.76981132075472,9.661981132075471,15,WA,code_task_4002_data_Mixtral.py,23,18,18,0,0,56.83831284474496,8,14,22,9,18,27,22,120.40465370320705,5.142857142857143,619.2239333307791,0.0401348845677356,34.401329629487726,code_task_4002_data_Mixtral,2.0,2.0,0.0,0.0,0.0,code_task_4002_data_Mixtral.py,19,0.0,0.0,0.0
code_task_4002_data_codegeex,4002,codegeex,True,B,C,B,1448,0,1284,5476,1.0000015048541353,13.76981132075472,9.661981132075471,0,CE,code_task_4002_data_codegeex.py,361,259,259,0,151,10.027366923863802,3,204,207,102,204,306,207,2354.2070089947933,1.5,3531.31051349219,0.7847356696649311,196.18391741623276,code_task_4002_data_codegeex,1.0,0.0,1.0,0.0,0.0,code_task_4002_data_codegeex.py,151,0.0,0.0,0.0
code_task_4003_data_magiccoder,4003,magiccoder,False,C,C,C,1450,0,1841,958,1.0000215313001366,14.20701754385965,11.672368421052635,13,WA,code_task_4003_data_magiccoder.py,40,35,35,0,13,46.81119132896507,8,27,35,24,43,67,35,343.66196213531276,6.37037037037037,2189.2539810101407,0.1145539873784375,121.62522116723004,code_task_4003_data_magiccoder,5.0,3.0,0.0,0.0,2.0,code_task_4003_data_magiccoder.py,20,0.0,0.0,0.0
code_task_4003_data_chatglm,4003,chatglm,False,C,C,C,1452,0,1841,329,1.0000006704275366,14.20701754385965,11.672368421052635,14,WA,code_task_4003_data_chatglm.py,18,17,17,0,0,60.087267125236885,3,5,8,6,12,18,8,54.0,3.6,194.4,0.018,10.8,code_task_4003_data_chatglm,3.0,2.0,0.0,1.0,0.0,code_task_4003_data_chatglm.py,8,0.0,0.0,0.0
code_task_4004_data_gpt3.5,4004,gpt3.5,False,C,C,C,1455,0,1621,462,1.000096395615461,10.433333333333334,8.124500000000001,11,WA,code_task_4004_data_gpt3.5.py,18,12,12,3,0,86.60327705356829,6,12,18,10,18,28,18,116.75790004038474,4.5,525.4105501817313,0.0389193000134615,29.189475010096185,code_task_4004_data_gpt3.5,2.0,2.0,0.0,0.0,0.0,code_task_4004_data_gpt3.5.py,5,0.0,0.0,0.0
code_task_4005_data_gemini,4005,gemini,False,C,C,C,1456,0,2557,416,1.0000065114280086,11.652050209205022,8.789577405857738,11,WA,code_task_4005_data_gemini.py,15,13,13,0,0,55.71646699777762,3,28,31,20,48,68,31,336.88534910630756,2.5714285714285716,866.276611987648,0.1122951163687691,48.126478443758224,code_task_4005_data_gemini,1.0,1.0,0.0,0.0,0.0,code_task_4005_data_gemini.py,9,0.0,0.0,0.0
code_task_4005_data_Mixtral,4005,Mixtral,True,B,C,B,1457,0,2557,562,1.0235305140867237,11.652050209205022,8.789577405857738,0,CE,code_task_4005_data_Mixtral.py,24,17,17,4,2,83.51392523904282,3,12,15,8,12,20,15,78.13781191217038,1.5,117.20671786825557,0.0260459373040567,6.511484326014198,code_task_4005_data_Mixtral,1.0,0.0,1.0,0.0,0.0,code_task_4005_data_Mixtral.py,1,0.0,0.0,0.0
code_task_4005_data_qwen,4005,qwen,False,C,C,C,1459,0,2557,542,1.0000276108358805,11.652050209205022,8.789577405857738,10,WA,code_task_4005_data_qwen.py,14,10,10,1,7,79.21498031490931,5,21,26,15,24,39,26,183.31714900750265,2.857142857142857,523.7632828785789,0.0611057163358342,29.09796015992105,code_task_4005_data_qwen,16.0,2.0,0.0,2.0,12.0,code_task_4005_data_qwen.py,11,0.0,0.0,0.0
code_task_4006_data_qwen,4006,qwen,False,C,C,C,1461,0,1153,491,1.0000015048541353,12.453061224489796,9.738469387755103,8,WA,code_task_4006_data_qwen.py,24,20,20,0,6,55.46408787107086,6,14,20,12,24,36,20,155.58941141594505,5.142857142857143,800.1741158534318,0.0518631371386483,44.45411754741288,code_task_4006_data_qwen,3.0,2.0,0.0,0.0,1.0,code_task_4006_data_qwen.py,8,0.0,0.0,0.0
code_task_4006_data_gpt4,4006,gpt4,False,A,A,A,1463,0,1153,173,1.0009164018764667,12.453061224489796,9.738469387755103,7,AC,code_task_4006_data_gpt4.py,13,11,11,0,2,64.76207360374887,5,7,12,5,10,15,12,53.77443751081735,3.5714285714285716,192.0515625386334,0.0179248125036057,10.6695312521463,code_task_4006_data_gpt4,2.0,2.0,0.0,0.0,0.0,code_task_4006_data_gpt4.py,1,0.0,0.0,0.0
code_task_4006_data_starcoder,4006,starcoder,False,C,C,C,1464,0,1153,242,1.0000037697296307,12.453061224489796,9.738469387755103,6,WA,code_task_4006_data_starcoder.py,16,12,12,0,5,62.68365321026771,4,9,13,7,14,21,13,77.70923408096293,3.111111111111111,241.762061585218,0.0259030780269876,13.431225643623222,code_task_4006_data_starcoder,4.0,3.0,0.0,0.0,1.0,code_task_4006_data_starcoder.py,4,0.0,0.0,0.0
code_task_4006_data_deepseekcoder,4006,deepseekcoder,False,C,C,C,1465,0,1153,87,1.0052479631233253,12.453061224489796,9.738469387755103,4,WA,code_task_4006_data_deepseekcoder.py,3,2,2,2,0,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,code_task_4006_data_deepseekcoder,3.0,1.0,2.0,0.0,0.0,code_task_4006_data_deepseekcoder.py,0,0.0,0.0,0.0
code_task_4007_data_Mixtral,4007,Mixtral,False,C,C,C,1466,0,1858,777,1.0000130676934331,11.644845269672857,8.51597877984085,10,WA,code_task_4007_data_Mixtral.py,21,10,10,6,0,91.58847988292855,4,14,18,9,19,28,18,116.75790004038474,2.7142857142857144,316.91430010961574,0.0389193000134615,17.606350006089762,code_task_4007_data_Mixtral,2.0,2.0,0.0,0.0,0.0,code_task_4007_data_Mixtral.py,3,0.0,0.0,0.0
code_task_4007_data_claude3,4007,claude3,False,A,C,C,1467,0,1858,853,1.0000130676934331,11.644845269672857,8.51597877984085,13,WA,code_task_4007_data_claude3.py,36,20,20,7,8,84.89397545002309,4,7,11,7,14,21,11,72.64806399138325,4.0,290.592255965533,0.024216021330461,16.14401422030739,code_task_4007_data_claude3,8.0,6.0,0.0,0.0,2.0,code_task_4007_data_claude3.py,14,0.0,0.0,0.0
code_task_4007_data_wenxin,4007,wenxin,False,C,C,C,1468,0,1858,890,1.0000586051247373,11.644845269672857,8.51597877984085,9,WA,code_task_4007_data_wenxin.py,25,15,15,9,0,86.95224342628444,6,13,19,13,26,39,19,165.66917302429982,6.0,994.0150381457988,0.0552230576747666,55.22305767476661,code_task_4007_data_wenxin,1.0,1.0,0.0,0.0,0.0,code_task_4007_data_wenxin.py,14,0.0,0.0,0.0
code_task_4008_data_gpt4,4008,gpt4,False,A,A,A,1469,0,1690,453,1.0024796742074091,11.444303797468354,8.729588607594938,14,AC,code_task_4008_data_gpt4.py,20,16,16,0,0,61.86479867987726,4,7,11,4,8,12,11,41.51317942364757,2.2857142857142856,94.88726725405158,0.0138377264745491,5.27151484744731,code_task_4008_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_4008_data_gpt4.py,4,0.0,0.0,0.0
code_task_4008_data_gemini,4008,gemini,False,C,C,C,1470,0,1690,349,1.0000606317088867,11.444303797468354,8.729588607594938,12,WA,code_task_4008_data_gemini.py,22,16,16,0,4,61.73029575590064,4,7,11,4,8,12,11,41.51317942364757,2.2857142857142856,94.88726725405158,0.0138377264745491,5.27151484744731,code_task_4008_data_gemini,3.0,2.0,0.0,0.0,1.0,code_task_4008_data_gemini.py,4,0.0,0.0,0.0
code_task_4008_data_wizardcoder,4008,wizardcoder,True,B,C,B,1471,0,1690,408,1.0004307619793873,11.444303797468354,8.729588607594938,0,CE,code_task_4008_data_wizardcoder.py,18,17,17,0,0,60.47739204814617,4,7,11,5,10,15,11,51.89147427955947,2.857142857142857,148.26135508445563,0.0172971580931864,8.236741949136423,code_task_4008_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_4008_data_wizardcoder.py,11,0.0,0.0,0.0
code_task_4008_data_claude3,4008,claude3,False,C,C,C,1472,0,1690,551,1.0000586051247373,11.444303797468354,8.729588607594938,15,WA,code_task_4008_data_claude3.py,25,16,16,3,0,83.66281476339292,4,8,12,5,10,15,12,53.77443751081735,2.5,134.43609377704337,0.0179248125036057,7.468671876502409,code_task_4008_data_claude3,2.0,1.0,0.0,1.0,0.0,code_task_4008_data_claude3.py,8,0.0,0.0,0.0
code_task_4008_data_codellama,4008,codellama,False,C,C,C,1473,0,1690,663,1.0000454920388613,11.444303797468354,8.729588607594938,31,WA,code_task_4008_data_codellama.py,38,31,31,0,0,49.413871161450366,5,14,19,16,32,48,19,203.9005206452921,5.714285714285714,1165.145832258812,0.0679668402150973,64.73032401437844,code_task_4008_data_codellama,7.0,1.0,0.0,6.0,0.0,code_task_4008_data_codellama.py,23,0.0,0.0,0.0
code_task_4009_data_gemma,4009,gemma,False,C,C,C,1474,0,1729,171,1.000000432020081,11.839455782312925,8.760952380952382,10,WA,code_task_4009_data_gemma.py,7,7,7,0,0,69.96549627378859,4,7,11,4,8,12,11,41.51317942364757,2.2857142857142856,94.88726725405158,0.0138377264745491,5.27151484744731,code_task_4009_data_gemma,2.0,2.0,0.0,0.0,0.0,code_task_4009_data_gemma.py,1,0.0,0.0,0.0
code_task_4009_data_gpt4,4009,gpt4,False,A,A,A,1475,0,1729,222,1.000035716942245,11.839455782312925,8.760952380952382,5,AC,code_task_4009_data_gpt4.py,13,13,12,0,0,62.63822727590814,3,8,11,6,11,17,11,58.81033751683406,2.0625,121.29632112847024,0.0196034458389446,6.738684507137236,code_task_4009_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_4009_data_gpt4.py,10,0.0,0.0,0.0
code_task_4009_data_wenxin,4009,wenxin,False,C,C,C,1476,0,1729,641,1.000002935301142,11.839455782312925,8.760952380952382,9,WA,code_task_4009_data_wenxin.py,20,10,10,5,3,98.52273014559302,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,code_task_4009_data_wenxin,10.0,5.0,0.0,0.0,5.0,code_task_4009_data_wenxin.py,3,0.0,0.0,0.0
code_task_4009_data_Mixtral,4009,Mixtral,False,C,C,C,1478,0,1729,521,1.0000961571812044,11.839455782312925,8.760952380952382,15,WA,code_task_4009_data_Mixtral.py,22,17,16,0,3,55.24188230844658,8,31,39,20,40,60,39,317.12413313173494,5.161290322580645,1636.7697193895997,0.1057080443772449,90.9316510772,code_task_4009_data_Mixtral,6.0,4.0,1.0,0.0,1.0,code_task_4009_data_Mixtral.py,1,0.0,0.0,0.0
code_task_4010_data_claude3,4010,claude3,False,C,C,C,1479,0,2402,565,1.0000508564642852,12.655371617764587,9.0001803858888,16,WA,code_task_4010_data_claude3.py,22,19,19,0,8,56.94912368645663,4,13,17,8,16,24,17,98.09910819000817,2.4615384615384617,241.47472785232785,0.0326997027300027,13.415262658462655,code_task_4010_data_claude3,6.0,3.0,0.0,0.0,3.0,code_task_4010_data_claude3.py,9,0.0,0.0,0.0
code_task_4010_data_Mixtral,4010,Mixtral,False,B,B,B,1480,0,2402,371,1.3678961556517215,12.655371617764587,9.0001803858888,0,CE,code_task_4010_data_Mixtral.py,17,15,14,0,5,62.595143521215576,3,7,10,4,7,11,10,36.541209043760986,1.5,54.81181356564148,0.0121804030145869,3.0451007536467487,code_task_4010_data_Mixtral,1.0,0.0,1.0,0.0,0.0,code_task_4010_data_Mixtral.py,6,0.0,0.0,0.0
code_task_4010_data_wizardcoder,4010,wizardcoder,False,A,A,A,1481,0,2402,449,1.0040907802342347,12.655371617764587,9.0001803858888,13,AC,code_task_4010_data_wizardcoder.py,18,18,18,0,0,61.5864020572527,2,5,7,3,6,9,7,25.26619429851844,1.2,30.319433158222125,0.0084220647661728,1.6844129532345624,code_task_4010_data_wizardcoder,2.0,2.0,0.0,0.0,0.0,code_task_4010_data_wizardcoder.py,22,0.0,0.0,0.0
code_task_4011_data_gemini,4011,gemini,False,C,C,C,1482,0,1260,596,1.0000003128163746,11.560683760683762,8.50474358974359,12,WA,code_task_4011_data_gemini.py,27,16,16,4,4,86.88797107933446,4,7,11,4,8,12,11,41.51317942364757,2.2857142857142856,94.88726725405158,0.0138377264745491,5.27151484744731,code_task_4011_data_gemini,3.0,2.0,0.0,0.0,1.0,code_task_4011_data_gemini.py,3,0.0,0.0,0.0
code_task_4011_data_gpt4,4011,gpt4,False,A,A,A,1483,0,1260,237,1.0002637546839492,11.560683760683762,8.50474358974359,11,AC,code_task_4011_data_gpt4.py,13,10,10,0,0,62.42984429529144,6,14,20,11,22,33,20,142.62362713128297,4.714285714285714,672.3685279046198,0.0475412090437609,37.35380710581221,code_task_4011_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_4011_data_gpt4.py,4,0.0,0.0,0.0
code_task_4011_data_wenxin,4011,wenxin,False,C,C,C,1485,0,1260,838,1.0000072266550075,11.560683760683762,8.50474358974359,16,WA,code_task_4011_data_wenxin.py,26,13,12,7,6,94.10877169696067,3,5,8,3,6,9,8,27.0,1.8,48.6,0.009,2.7,code_task_4011_data_wenxin,8.0,4.0,0.0,0.0,4.0,code_task_4011_data_wenxin.py,2,0.0,0.0,0.0
code_task_4012_data_chatglm,4012,chatglm,False,C,C,C,1486,0,1373,538,1.0000023392813167,11.235585353274885,8.271554925219185,11,WA,code_task_4012_data_chatglm.py,22,20,20,0,6,55.62929282628429,6,11,17,11,22,33,17,134.8862737612612,6.0,809.3176425675672,0.0449620912537537,44.962091253753734,code_task_4012_data_chatglm,8.0,2.0,0.0,0.0,6.0,code_task_4012_data_chatglm.py,10,0.0,0.0,0.0
